Motif Reference,Motif Title,Location / Tradition,Latitude,Longitude,source,berezkin,other_data
M57C,The animal defecates with gold,"Buryats: Eastern (trans Baikal), I.e. Khori",51.435,110.454,https://www.folkloredatabase.com/db_index.php?pl=db_read_story&guid=da7f433b6b4284fcd3144978,https://www.ruthenia.ru/folklore/berezkin/m57c.html,
M57C,The animal defecates with gold,"Tungus (Evenki): Russian Far East, Evenks",55.29914,129.41016,https://www.folkloredatabase.com/db_index.php?pl=db_read_story&guid=f6047b971213bf59d54357c6,https://www.ruthenia.ru/folklore/berezkin/m57c.html,
M57C,The animal defecates with gold,Western Sami,67.89195,19.75781,https://www.folkloredatabase.com/db_index.php?pl=db_read_story&guid=3099f846e8708d5a9c2e6a5e,https://www.ruthenia.ru/folklore/berezkin/m57c.html,
M57C,The animal defecates with gold,"Punjabi, Seraiki (Multani)",30.16771,72.08789,https://www.folkloredatabase.com/db_index.php?pl=db_read_story&guid=53736738f1618e94b2fb1a09,https://www.ruthenia.ru/folklore/berezkin/m57c.html,
M57D,"Bay, baton, ATU 563, 564",Kirghiz,41.5,75,https://www.folkloredatabase.com/db_index.php?pl=db_read_story&guid=7bcbde7930e0ad1fec698046,https://www.ruthenia.ru/folklore/berezkin/m57d.html,
M57D,"Bay, baton, ATU 563, 564",Marathi (incl. Bhamta; Incl. Mumbai Area),20,75,https://www.folkloredatabase.com/db_index.php?pl=db_read_story&guid=3619036b615afff90599e0b0,https://www.ruthenia.ru/folklore/berezkin/m57d.html,
M57d1,Donor Bird,Kirghiz,41.5,75,https://www.folkloredatabase.com/db_index.php?pl=db_read_story&guid=17b84ef8cc2c17179e367e92,https://www.ruthenia.ru/folklore/berezkin/m57d1.html,
M57d1,Donor Bird,Kirghiz,41.5,75,https://www.folkloredatabase.com/db_index.php?pl=db_read_story&guid=3a3379c60e54d72d1f783bdf,https://www.ruthenia.ru/folklore/berezkin/m57d1.html,
M57d1,Donor Bird,"Oirats (incl Torgouts, Derbets, Oilots)",44.08057,96.5332,https://www.folkloredatabase.com/db_index.php?pl=db_read_story&guid=a52a2b700f4c8700a753e942,https://www.ruthenia.ru/folklore/berezkin/m57d1.html,
M57d2,The tree makes wishes come true,Russian Federation,59.039,98.67,https://www.folkloredatabase.com/db_index.php?pl=db_read_story&guid=e30045c5e79bf8f00e5ce25a,https://www.ruthenia.ru/folklore/berezkin/m57d2.html,
M57d3,Wind donor,"Dards (Kalash, Kho, Kohistani, Shina, Pashai)",35.8,74.5,https://www.folkloredatabase.com/db_index.php?pl=db_read_story&guid=0277fe0255ad7171bbc4adc9,https://www.ruthenia.ru/folklore/berezkin/m57d3.html,
M58,A trail or bush saves you from the heat,"Lushootseed (Puget Sound: Puyallup, Nisqualmi, Snuqualmi, Duwamish, Muckleshoot, Snohomish, Skagit)",47.6,-123.3,https://www.folkloredatabase.com/db_index.php?pl=db_read_story&guid=7hfadiqkzjz9qp5gw8rad4ky,https://www.ruthenia.ru/folklore/berezkin/m58.html,Skagit : Hilbert 1985:33-41
M58,A trail or bush saves you from the heat,N/A,N/A,N/A,https://www.folkloredatabase.com/db_index.php?pl=db_read_story&guid=5vtctf1jnr4muzbfajp5pj28,https://www.ruthenia.ru/folklore/berezkin/m58.html,Powell 1971 : 227-229
M58,A trail or bush saves you from the heat,"Upland Yuma: Walapai, Havasupai, Yavapai",34.5,-113,https://www.folkloredatabase.com/db_index.php?pl=db_read_story&guid=b0asqbva54ktbmxefmsxa3ng,https://www.ruthenia.ru/folklore/berezkin/m58.html,"Havasupai : Smithson, Euler 1994:62-69"
M58,A trail or bush saves you from the heat,"Maidu, Nisenan, Konkov",39,-121.5,https://www.folkloredatabase.com/db_index.php?pl=db_read_story&guid=2a609501bb0e6856fef79732,https://www.ruthenia.ru/folklore/berezkin/m58.html,
M60,"Imaginary physician: finished off enemy, K824, K1955","North Alaskan Inupiat, North Alaskan Inupiat",68.77683,-160.64844,https://www.folkloredatabase.com/db_index.php?pl=db_read_story&guid=f02dae5b00b4b013dc6daca5,https://www.ruthenia.ru/folklore/berezkin/m60.html,Curtis 1976 (20) : 258-259
M60,"Imaginary physician: finished off enemy, K824, K1955",Bashkirs,54,57,https://www.folkloredatabase.com/db_index.php?pl=db_read_story&guid=4a1ad2ae70dc0f390a06dada,https://www.ruthenia.ru/folklore/berezkin/m60.html,
M60,"Imaginary physician: finished off enemy, K824, K1955",The Irish,N/A,N/A,https://www.folkloredatabase.com/db_index.php?pl=db_read_story&guid=63de6d34e9974bf4cf6196b0,https://www.ruthenia.ru/folklore/berezkin/m60.html,Larminie 1893 (Galway County) : 17-30.
